Date,ID,Tweets,Party
Mon Nov 05 11:27:43 +0000 2018,archangelny1,"RT @CheleFarley: Read MacKenzie Shoen's great LTE in @WDTnews. Albany's &amp; DC's status quo weren't working, so it's up to a new generation o…",ind
Mon Nov 05 10:53:52 +0000 2018,MadStorkImages,"RT @innaroz: New Yorkers, please vote 4 @CheleFarley - to replace K. Gillibrand, and @marcmolinaro - to replace Cuomo.
If we all come out t…",rep
Mon Nov 05 10:50:32 +0000 2018,SHICAGroup,RT @robjh1: Fellow Patriots: Please join me in supporting 3 strong conservative women who are running for office in liberal New York. Let's…,rep
Mon Nov 05 09:13:39 +0000 2018,SexyTrump3,@robjh1 @NaomiLevinNY @CheleFarley @Corina4UWS I love Smart and Sexy Patriotic Woman 😉👍👍 Lol,rep
Mon Nov 05 08:47:56 +0000 2018,glennmid10001,"@JackJolis @NRO @CheleFarley @cpnys @SenGillibrand Accusations of voter fraud without any evidence, how conservative of you.",ind
Mon Nov 05 08:13:29 +0000 2018,CH88keys,@Nikkistark22 @CheleFarley @NaomiLevinNY @Florida_CD5 @AjaforCongress @ElizabethHeng @RepStefanik @LeahVukmir… https://t.co/3zYH3T8JRz,rep
Mon Nov 05 07:37:33 +0000 2018,JackJolis,"@NRO I just voted (absentee) for @CheleFarley for Senate on the @cpnys line.

I can't tell you how much pleasure it… https://t.co/y0bukJj9qf",rep
Mon Nov 05 06:09:28 +0000 2018,Shauna33R,"NY Residents

VOTE OUT @SenGillibrand
&gt;FOUL-Mouthed
&gt;Do-NOTHING
&gt;Man-BASHER

VOTE IN @CheleFarley for YOUR True Rep… https://t.co/r4dD6WCfQK",rep
Mon Nov 05 05:58:23 +0000 2018,Mariatweets3,"RT @Hope_2_C_MAGA: @FriendsofPappas .@marcmolinaro @CheleFarley @POTUS 
https://t.co/rTkPvEndyO",rep
Mon Nov 05 05:44:29 +0000 2018,svetlanagpiano,RT @Kodie2038Donna: @EricTrump @RealAdamHo @claudiatenney How about getting the word out for @CheleFarley she is running against Gillabrand…,rep
Mon Nov 05 05:39:05 +0000 2018,janonthemtn,RT @thoughtful1more: @mitchellvii Not all states allow early voting.  I’ll be there first thing Tuesday morning voting all red in NYS - esp…,rep
Mon Nov 05 04:22:14 +0000 2018,pittsfansandy,RT @KMCRadio: They are three first timers seeking to turn blue Senate seats Red! In states where it should never happen—all three have a bo…,rep
Mon Nov 05 04:20:12 +0000 2018,innaroz,"New Yorkers, please vote 4 @CheleFarley - to replace K. Gillibrand, and @marcmolinaro - to replace Cuomo.
If we all… https://t.co/fqtbTGqtoR",rep
Mon Nov 05 04:09:32 +0000 2018,DustinGinsberg,"Hey @CheleFarley, your supporters put your sign in my lawn. For someone who is so outspoke about “an invasion”, tel… https://t.co/DJ3IfLpfMS",dem
Mon Nov 05 04:05:18 +0000 2018,mbwaldo,@ReligionOfSteve @MSMW1 @HeiserLong @SenGillibrand @CheleFarley !!!!!,ind
Mon Nov 05 04:04:17 +0000 2018,DavidMQuist1,RT @robjh1: @CheleFarley good luck debating Gillibrand. https://t.co/feMCi6rLf1,rep
Mon Nov 05 03:19:47 +0000 2018,Qaz21987315,RT @armor_pattyc: @CheleFarley Vote for CHELE FARLEY for senator she will lower taxes. A deduction for rent paid is great. She will put res…,rep
Mon Nov 05 03:09:22 +0000 2018,BrevetFlashman,@CheleFarley Chele all the way,rep
Mon Nov 05 02:50:17 +0000 2018,itamar_bh,@SenGillibrand No mem. You are such a hypocrite. You lost the ability to play that card  when you supported FALLS a… https://t.co/jZT8Jy5TmR,rep
Mon Nov 05 02:35:15 +0000 2018,niteangel42,"@JFNYC1 @lsarsour @CheleFarley Stopping illegal immigration, getting the wall built to protect our country, doing a… https://t.co/5RJEumtyPr",rep
Mon Nov 05 01:58:03 +0000 2018,rottdawgler,RT @kel2195: @UniteVoteRed @kennyscott1952 @marcmolinaro @CheleFarley Yes it’s time to end the Cuomo era!The one that thinks America was ne…,rep
Mon Nov 05 01:57:14 +0000 2018,PlassSandy,RT @JoanneColombo: @UniteVoteRed @joehos18 @marcmolinaro @CheleFarley https://t.co/jo2n0b7E2L,rep
Mon Nov 05 01:45:16 +0000 2018,thoughtful1more,@nat20148 @steve_durnan @mitchellvii @marcmolinaro @CheleFarley I’ll be glued to the results until it comes back we… https://t.co/UkJcawBOvJ,rep
Mon Nov 05 01:39:42 +0000 2018,nat20148,@steve_durnan @thoughtful1more @mitchellvii @marcmolinaro @CheleFarley My friends and I are making a day of it! Vot… https://t.co/ap6UE67kda,rep
Mon Nov 05 01:35:30 +0000 2018,MagaQueens,Support our great candidates around NYC &amp; NYS @Paladino4Senate @davebressler @DanDeBono @marcmolinaro @Wofford4AG… https://t.co/nPNEYRE2WL,rep
Mon Nov 05 01:16:48 +0000 2018,ephemeralobject,@CheleFarley @realMikeLindell The My Pillow guy is a big fan of Trump and one of Hannity’s biggest sponsors. Thanks… https://t.co/ohuaZwaMia,rep
Mon Nov 05 01:09:40 +0000 2018,ShiraGlenora,@SenGillibrand Your association with anti-Zionists scare me. At least I know that @CheleFarley won’t embrace… https://t.co/UHB5wqgNrX,rep
Mon Nov 05 01:02:19 +0000 2018,421sdChris,@CheleFarley @SenGillibrand You have my vote. Look forward to having a senator that will work for upstate.Unlike ou… https://t.co/Q82jfpSxy3,ind
Mon Nov 05 00:47:46 +0000 2018,josephc34468694,👍🙏🏻🗽🇺🇸 https://t.co/iDXnbibGXc,ind
Mon Nov 05 00:36:19 +0000 2018,EliotRabinForUS,"@CheleFarley 100% AGREE AND THEN WE WORK ON PUBLIC FUNDING TO GRT RID OF ALL LOBBYISTS, ELIOT RABIN FOR CONGRESS",rep
Mon Nov 05 00:16:32 +0000 2018,garycp70,@Rick6072 @CheleFarley @SenGillibrand Read only what you want through your biased lens.  You will never see what yo… https://t.co/jeRiIOvCAg,ind
Sun Nov 04 23:58:40 +0000 2018,DrDourbine,@CheleFarley @realMikeLindell Every @gop politician would need at least one #MyPillow when they genuflect to kiss Trump’s asshole.,rep
Sun Nov 04 23:57:24 +0000 2018,Leland80043783,@CheleFarley Good luck Chele! I've been RTing for you!,rep
Sun Nov 04 23:49:46 +0000 2018,Sh1rtb1rd,@UniteVoteRed @monica73420951 @marcmolinaro @CheleFarley YES! Better than 55% of NY counties voted red in NY in 201… https://t.co/2w7rFHXHqp,rep
Sun Nov 04 23:27:49 +0000 2018,RoseDC11,"My Fellow NY'ers this goes out to you!!! 🇺🇸⚡️🇺🇸⚡️TUESDAY NOV 6th, VOTE FOR CHELE FARLEY FOR THE NY SENATE SEAT!!!!… https://t.co/imS8wDRYfK",rep
Sun Nov 04 23:26:02 +0000 2018,Vikings202,RT @AaronKleinShow: EXCLUSIVE: @CheleFarley Demands @SenGillibrand Return Money from Firm Led by Longtime Harvey Weinstein Consigliere http…,rep
Sun Nov 04 23:15:10 +0000 2018,kovid2012,RT @ny_sharpe: @rprez2012 @marcmolinaro @CheleFarley @Wofford4AG @jtrichter Don't waste your vote! We need @LARRYSHARPE!! #Sharpe4Gov #aNew…,ind
Sun Nov 04 23:13:43 +0000 2018,Precliner,@rprez2012 @marcmolinaro @CheleFarley @Wofford4AG @jtrichter Molinaro votes in line with Cuomo and is corrupt like… https://t.co/HMbD84PXKA,rep
Sun Nov 04 22:48:13 +0000 2018,LebovitsI,@CheleFarley New York vote red,rep
Sun Nov 04 22:32:31 +0000 2018,john_siracusa,RT @CheleFarley: Debate-ducking @SenGillibrand missed her chance to debate me on Long Island today. Along with her absence from NY in Octob…,rep
Sun Nov 04 22:28:44 +0000 2018,BruceTacodip,@CheleFarley You can count on my vote on Tuesday,rep
Sun Nov 04 22:24:14 +0000 2018,alive4hm,@Marty_Since87 @UniteVoteRed @CheleFarley Same,rep
Sun Nov 04 22:20:53 +0000 2018,luxtualuceat,RT @bcolbert68: NEW YORK:  Vote for @marcmolinaro for Governor and @CheleFarley for US Senate! https://t.co/yVptEhkniz,rep
Sun Nov 04 22:16:28 +0000 2018,TRUMP4ISRAEL,RT @Nikkistark22: @CheleFarley @TRUMP4ISRAEL @SenGillibrand The Democrats! https://t.co/Oloqr1YKlH,rep
Sun Nov 04 22:04:25 +0000 2018,17_FighterZ,@rprez2012 @marcmolinaro @CheleFarley @Wofford4AG @jtrichter I think Marc did ok in Women’s League Debate but given… https://t.co/IrVGs4vPiE,rep
Sun Nov 04 21:53:38 +0000 2018,PeteWhiteMeat,"@rprez2012 @marcmolinaro @CheleFarley @Wofford4AG @jtrichter The only real option for Governor. 

@LarrySharpe &amp;… https://t.co/d7TxsnTQVg",rep
Sun Nov 04 21:34:52 +0000 2018,Krazy_Bhoy_Dave,@rprez2012 @marcmolinaro @CheleFarley @Wofford4AG @jtrichter A vote for Molinaro is the wasted vote. Come over to t… https://t.co/RRODZWs138,rep
Sun Nov 04 21:34:13 +0000 2018,gijimsmom,#Farley4NY #Farley4NY #Farley4NY #Farley4NY #Farley4NY #Farley4NY #Farley4NY #Farley4NY #Farley4NY #Farley4NY… https://t.co/8MNMxwq88r,rep
Sun Nov 04 21:18:30 +0000 2018,ny_sharpe,@rprez2012 @marcmolinaro @CheleFarley @Wofford4AG @jtrichter Don't waste your vote! We need @LARRYSHARPE!!… https://t.co/bWAJs2g5vK,ind
Sun Nov 04 21:13:47 +0000 2018,avigayil_a,"If you live in NY, get out and vote for Chele Farley! New York deserves better than Senator Gillibrand and her non… https://t.co/lY86ZlcMpn",rep
Sun Nov 04 21:04:07 +0000 2018,bikedb06,@CheleFarley @Carolyncorneli8 @realMikeLindell Good for you 👍👍,rep
Sun Nov 04 20:58:08 +0000 2018,cheech20101,@SenSchumer @StopOpioidOD Don’t worry Chuck your time is coming soon. In 2020 New York will be replacing you. This… https://t.co/1pR56I6InL,rep
Sun Nov 04 20:47:03 +0000 2018,Kmc_1026,"@CheleFarley Is she a Democrat or Republican? It really annoys me when I have to search endlessly on a profile, to… https://t.co/g1BxJkPmRe",rep
Sun Nov 04 20:45:32 +0000 2018,MdenMarianne,@KMCRadio @BobHugin @JohnJamesMI @CheleFarley John James will win Michigan!!🇺🇸,ind
Sun Nov 04 20:26:49 +0000 2018,enoughalready16,RT @FenucciMiles: @CheleFarley #VoteRedtoSaveNY,rep
Sun Nov 04 20:11:28 +0000 2018,FIGHTINGVETERAN,"RT @JohnnyB371: For too long, New Yorkers have been held hostage by career politicians more focused on their own narrow interests than doin…",rep
Sun Nov 04 19:51:13 +0000 2018,JosephFalzone3,"RT @coolhand_luke88: Siena College Poll: Democratic @SenGillibrand leads Republican @CheleFarley 58-35% in New York Senate race, which is d…",dem
Sun Nov 04 19:45:48 +0000 2018,MarisolTexas,"RT @rprez2012: Tuesday I'm voting for all Republicans..
@marcmolinaro #NYGOV 
@CheleFarley #NYSen 
Jason Gonzalez #NY15 
@Wofford4AG #NYAG…",rep
Sun Nov 04 19:43:53 +0000 2018,rprez2012,"Tuesday I'm voting for all Republicans..
@marcmolinaro #NYGOV 
@CheleFarley #NYSen 
Jason Gonzalez #NY15… https://t.co/no0IYKcnGO",rep
Sun Nov 04 19:43:15 +0000 2018,prospectorjack,@CheleFarley Term limits would be great!,rep
Sun Nov 04 19:41:50 +0000 2018,DanielWaltz13,@CheleFarley I fully agree with you @CheleFarley .,rep
Sun Nov 04 19:33:40 +0000 2018,babysgramma,RT @steve_durnan: @thoughtful1more @mitchellvii @marcmolinaro @CheleFarley I don't start work till 4pm. So I'll give the morning crowd a ch…,rep
Sun Nov 04 19:23:46 +0000 2018,LightOnIt1,RT @Elgianne: @CheleFarley Tried speaking with Dane in your office for a month &amp; he kept putting me off with no answer. If you’d rather the…,ind
Sun Nov 04 19:00:52 +0000 2018,KaylJeff,"Intellectually, Sen. Silly Gillibrand can’t hold a candle to Ms. Farley. Unfortunately, NYC is full of idiot-masoch… https://t.co/tHyAhBTYYX",rep
Sun Nov 04 18:59:46 +0000 2018,Kevin_Nyvek,"The @SenGillibrand  vs. @CheleFarley #debate. Get to know the candidates before you #vote 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 

https://t.co/rDpPToMPd4",ind
Sun Nov 04 18:28:16 +0000 2018,SimchaStefan,"RT @JCats2013: CATS Roundtable National Edition #podcast
Sunday, Nov 4th ► Interview with @CheleFarley - Make rent tax deductible
https://t…",ind
Sun Nov 04 18:22:22 +0000 2018,steve_durnan,@thoughtful1more @mitchellvii @marcmolinaro @CheleFarley I don't start work till 4pm. So I'll give the morning crow… https://t.co/R3C2elNxvX,rep
Sun Nov 04 18:13:45 +0000 2018,llaWttaM,Don't buy MyPillow https://t.co/PvjoEnwpim,ind
Sun Nov 04 18:08:37 +0000 2018,ShellbackGolden,@CheleFarley @realMikeLindell We need you CHELE Molinaro and the rest save us from being turned into California,rep
Sun Nov 04 18:06:23 +0000 2018,TheLyon0,What say you #NewYork #Patriots!? #MAGA #VoteRed https://t.co/mSQb9bmWil,rep
Sun Nov 04 17:42:03 +0000 2018,nyvetvote,"@IvankaTrump ☕️,#BreakingNews : @NYGovCuomo is #below50% and #NYS knows #CuomoGotToGo!  #NYC and #NYS need to… https://t.co/TYUdzQpcCt",rep
Sun Nov 04 17:40:08 +0000 2018,JCats2013,"CATS Roundtable National Edition #podcast
Sunday, Nov 4th ► Interview with @CheleFarley - Make rent tax deductible
https://t.co/0wZ0iHEZzH",ind
Sun Nov 04 17:40:06 +0000 2018,CatsRoundtable,"CATS Roundtable National Edition #podcast
Sunday, Nov 4th ► Interview with @CheleFarley - Make rent tax deductible
https://t.co/Rr0c5I8rVJ",ind
Sun Nov 04 17:37:17 +0000 2018,GreenbergPR,"RT @coolhand_luke88: Siena Poll: @CheleFarley is unknown to 86% of voters in #NYSen race, which is only down from 89% in February #Midterms…",ind
Sun Nov 04 17:37:11 +0000 2018,Rick6072,@garycp70 @CheleFarley @SenGillibrand Do you think putting all caps and exclamation points in your tweets make them… https://t.co/d6bHxpvCbZ,rep
Sun Nov 04 17:23:45 +0000 2018,martin_samoylov,@yossy770 @SienaResearch @SenGillibrand @CheleFarley She's 23 points ahead according to that poll.,ind
Sun Nov 04 17:22:01 +0000 2018,coolhand_luke88,Siena Poll: @SenGillibrand leads @CheleFarley by 9 points among voters who live in #upstateny region #NYSen #Midterms2018,dem
Sun Nov 04 17:14:08 +0000 2018,TeresaTatK,"RT @CheleFarley: As US Senator for NY, I will be your voice for a strong &amp; secure #Israel! Join us tonight @ 6PM for my #Rally4Israel, pres…",rep
Sun Nov 04 17:02:55 +0000 2018,1800pinky,RT @EvansMediaUSA: @AnnaBD20 @CheleFarley https://t.co/Loj6rLYj6X,rep
Sun Nov 04 15:59:40 +0000 2018,texas_katherine,@CheleFarley @dandonovan_ny Rooting for you from Texas! 🇺🇸,rep
Sun Nov 04 15:47:32 +0000 2018,maryann_penza,RT @terescavs: @SaveJersey @MagaApplePie @MattRooneyNJ @BobHugin #Bob Hugin’s got a Great chance NJ ...NYS supports ya &amp; pushin’ for Marc M…,rep
Sun Nov 04 15:19:01 +0000 2018,Rob__Base,"@VannagrammyLiz Will do !🇺🇸
@marcmolinaro 
@CheleFarley 
@DanDeBono",rep
Sun Nov 04 14:47:05 +0000 2018,USA_Aquanaut,@CheleFarley @JCharles791 WTF?,ind
Sun Nov 04 14:39:31 +0000 2018,DANNYZHANG1981,"@CheleFarley 美国华讯不能昧着良心欺瞒我们的华裔华人同胞！

另据萧法莉的华裔助理用推测的方式说小编是非法移民，应该受到共和党的同情，因为共和党推崇反对在纽约州建任何的庇护城市. 就她助理对非法移民的偏见，可见共和党再… https://t.co/QS14DxlUB8",ind
Sun Nov 04 14:31:19 +0000 2018,kevindelariva97,Just watched @CheleFarley ‘s debate and she killed it 👌🏽👌🏽 she’s the positive change folks in New York need,rep
Sun Nov 04 14:26:40 +0000 2018,dickreedny,Grab a bike and vote Republican in NYC!  @marcmolinaro @CheleFarley @Wofford4AG #RedWave #Republicans #Freedom https://t.co/HYLFJ6r8Po,rep
Sun Nov 04 14:23:38 +0000 2018,Robert_Fiore,@CheleFarley Means please come out and vote Tuesday,rep
Sun Nov 04 14:19:54 +0000 2018,UbriacMary,You have done nothing for New York! @SenatorGillibrand @CheleFarley #MAGA #REDWAVE https://t.co/ZvJvZf4jxg,rep
Sun Nov 04 14:13:35 +0000 2018,Dogdazetoo,@roachman58 @CheleFarley @News12LI I know!  It's awful.  I will be voting Red in NY!,rep
Sun Nov 04 14:12:17 +0000 2018,AbbeyH202,Vote for NY's Rent Tax Deductions!!! https://t.co/1KwrN4BQaw,rep
Sun Nov 04 14:07:04 +0000 2018,roachman58,"@CheleFarley @News12LI RED WAVE NY,or just continue to be ripped off by paying higher taxes and paying for sanctuary state",rep
Sun Nov 04 13:37:10 +0000 2018,SirYussly,RT @KMCRadio: .@CheleFarley who is she? And why is she the right WOMAN from @NY to be the U. S. Senator from #New York? Shee checked in wit…,rep
Sun Nov 04 13:33:27 +0000 2018,DavidJo73577137,RT @NormaPernicone1: @UniteVoteRed @TrumpPatriot1 @CheleFarley https://t.co/Yj058ZQZ00,rep
Sun Nov 04 13:32:06 +0000 2018,octavioaraujo41,RT @_TheCivilRight: Only 42% of asians vote compared to 60% of blacks but since their vote is up for grabs they get courted... https://t.co…,ind
Sun Nov 04 13:30:50 +0000 2018,daveallenshow,RT @WSYRNews: Republican @CheleFarley at 9:00AM on @WSYRNews! https://t.co/rDbHblUJwX,rep
Sun Nov 04 13:30:20 +0000 2018,WSYRNews,Republican @CheleFarley at 9:00AM on @WSYRNews! https://t.co/rDbHblUJwX,ind
Sun Nov 04 13:26:27 +0000 2018,bubbygina,@trishwalker163 @CheleFarley Voting blue means allowing radicals to take over our country. Socialism sounds nice bu… https://t.co/mNAMdzUGjx,rep
Sun Nov 04 13:21:13 +0000 2018,supergate12,@SenGillibrand Vote gillibrand out her term limit of doing nothing is up. Vote for @CheleFarley,rep
Sun Nov 04 13:12:18 +0000 2018,MyShareWon,#NEWYORK vote @CheleFarley Chele Farley is running for the United States Senate to provide every New York family wi… https://t.co/ZXX23Qz3Tk,rep
Sun Nov 04 13:10:04 +0000 2018,votetrump77,"RT @VinceD11566: @SenGillibrand Gillibrand you’re a Con Artist!
Vote Republican!
@CheleFarley fo US Senate NY",rep
Sun Nov 04 13:06:40 +0000 2018,Elgianne,@CheleFarley Tried speaking with Dane in your office for a month &amp; he kept putting me off with no answer. If you’d… https://t.co/Mfxlw4rDhe,rep
Sun Nov 04 13:05:09 +0000 2018,GPG4865,@thebuffalonews @DandC @NiagaraFallsUSA It appears that Cuomo and Gillibrand have ignored the needs of upstate NY f… https://t.co/5ztZh9gFdC,rep
Sun Nov 04 12:55:35 +0000 2018,Hope_2_C_MAGA,"@FriendsofPappas .@marcmolinaro @CheleFarley @POTUS 
https://t.co/rTkPvEndyO",rep
Sun Nov 04 12:51:22 +0000 2018,wisecc1,RT @Kodie2038Donna: This great lady is running against Gillibrand! What's to think about? #FireGillibrand and #VoteRedToSaveAmerica https:/…,rep
Sun Nov 04 12:42:28 +0000 2018,plkarter,@CheleFarley @JerryZremski @TheBuffaloNews https://t.co/Vgh7nRpZHz,ind
Sun Nov 04 12:24:53 +0000 2018,EliCal6,RT @mtbackpackrk: @DrLMI1 @marcmolinaro @realDonaldTrump @DonaldJTrumpJr @EricTrump @LionelMedia @mitchellvii @LisaMei62 @TomFitton @dbongi…,rep
Sun Nov 04 11:44:43 +0000 2018,JamesGaringer1,RT @Feilercarol: @UniteVoteRed @birdman8272 @marcmolinaro @CheleFarley New York better wake up soon if they want to have a place to call ho…,rep
Sun Nov 04 07:46:49 +0000 2018,mbkratter,@HotlineJosh I was getting a lot of Beto ads in my Twitter feed. Texas candidates spend more for my vote than… https://t.co/QCicoJzcc8,ind
Sun Nov 04 07:02:05 +0000 2018,4NYUSsenate18,RT @4NYUSsenate18: Look forward to your victory Senator🇺🇸 https://t.co/BHgM4y7D9v,rep
Sun Nov 04 06:56:35 +0000 2018,D10STABILE,3.#NewYork vote @CheleFarley Chele Farley is running for the United States Senate to provide every New York family… https://t.co/JRsC5y02ju,rep
Sun Nov 04 06:42:06 +0000 2018,JimRushmore,"@EvansMediaUSA @CheleFarley @RudyGiuliani You're very welcome,  Hoping to help get Molinaros name out there and his… https://t.co/7snKe5QZdM",rep
Sun Nov 04 06:36:33 +0000 2018,bcolbert68,NEW YORK:  Vote for @marcmolinaro for Governor and @CheleFarley for US Senate! https://t.co/yVptEhkniz,rep
Sun Nov 04 06:25:10 +0000 2018,EvansMediaUSA,@AnnaBD20 @CheleFarley https://t.co/Loj6rLYj6X,ind
Sun Nov 04 06:08:51 +0000 2018,michaelbrandell,"RT @JohnnyB371: ""Another Gillibrand no-show. When it comes to standing up for New Yorkers here on Long Island or elsewhere around the state…",rep
Sun Nov 04 03:56:12 +0000 2018,SherryHembree1,@FoxNews @foxandfriends This  is exactly  why  to  vote  for @realDonaldTrump  Michelle Obama teams up with NAACP t… https://t.co/3FriE28Rg2,rep
Sun Nov 04 03:50:57 +0000 2018,hhheomn1,WOW In her interview in @HamodiaUS @CheleFarley declares she wants rent to be a deductible from Federal Taxes! Saving us $1000's in Taxes!,rep
Sun Nov 04 03:39:54 +0000 2018,RocketSportsEnt,#Farley4NY Vote .@CheleFarley Nov 6th https://t.co/suXgzGKA2q,rep
Sun Nov 04 03:19:45 +0000 2018,KAdair21537902,"@trishwalker163 @CheleFarley 😢 Bully, lol. @SenGillibrand is a feather brained phony. 

And by the way you don’t speak for “us”.",rep
Sun Nov 04 03:15:09 +0000 2018,deborahann770,"RT @KAdair21537902: @CheleFarley @SenGillibrand She’s a world class dummy, but at least she smart enough to know that someone learns that e…",rep
Sun Nov 04 03:12:16 +0000 2018,antlovato3,RT @heyk1967: @ebgb777 @UniteVoteRed @marcmolinaro @CheleFarley 💯💯 NY we must take our state back #RedWave 🇺🇸🇺🇸 https://t.co/VC13nv6hYM,rep
Sun Nov 04 03:11:58 +0000 2018,TransformativeV,RT @heyk1967: @ebgb777 @UniteVoteRed @marcmolinaro @CheleFarley Thanks time we take NY back 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/f3NvfQCIW4,rep
Sun Nov 04 03:10:44 +0000 2018,zayden150,RT @Dmini4Ny: @UniteVoteRed @marcmolinaro @CheleFarley https://t.co/mPbUhC70mU,rep
Sun Nov 04 03:01:19 +0000 2018,BlueLightCans,"@CheleFarley @KMCRadio Chele u have my vote, but why are we just now hearing of you over last 4 weeks. You are smar… https://t.co/oN7TpxQhjS",rep
Sun Nov 04 02:49:59 +0000 2018,Sushia,"Hey @marcmolinaro @CheleFarley I don't support you, I dont endorse you and you take your petty politics to the tras… https://t.co/GpkHKAbMDe",dem
Sun Nov 04 02:20:10 +0000 2018,2012NoHeCant,"@CheleFarley continues with me now on #RadioNightLive. Talking #Decision2018. #VoteFarley, #VoteNov6, #Vote!… https://t.co/0KjhwKNXug",rep
Sun Nov 04 02:19:43 +0000 2018,jerilynk66,@FenucciMiles @DonaldJTrumpJr @SenatorBrakey @CheleFarley you cant vote in NY if you live in ME....unless you're tr… https://t.co/KKYzVhgZq9,rep
Sun Nov 04 01:53:59 +0000 2018,bigMTsky,@geraldericsson @SenGillibrand @CheleFarley is her opponent. 👍 You can find the donation link there! :) HOOAH!,rep
Sun Nov 04 01:41:05 +0000 2018,Sparky2112r,@GOPChairwoman @realDonaldTrump @marcmolinaro @drjimmaxwell @CheleFarley #resultsmatter,rep
Sun Nov 04 00:57:23 +0000 2018,JacquelynnVert3,RT @CheleFarley: NYers deserve to know that in the name of blind ambition @SenGillibrand has abandoned her principles &amp; turned her back on…,rep
Sun Nov 04 00:49:09 +0000 2018,BostonPatriot,RT @M_Thompson03: I went on a drive around upstate NY. Tons of yard signs for @marcmolinaro &amp; @CheleFarley. I did see a couple for Larry Sh…,ind
Sun Nov 04 00:40:07 +0000 2018,RussJohn1620,@laurienappo @CoryBooker @SenSchumer @SenGillibrand @DNC @KamalaHarris @maziehirono So true! And don’t expect her t… https://t.co/RH8Gykdjl4,ind
Sun Nov 04 00:30:50 +0000 2018,Libertywins1776,@CheleFarley @News12LI @SenGillibrand why didn't u show up?? Aren't u about democracy? #Farley4NY,rep
Sun Nov 04 00:22:27 +0000 2018,Hanksmom,"RT @VinceD11566: @SenGillibrand Vote for @CheleFarley .
Gillibrand must go!",rep
Sun Nov 04 00:18:31 +0000 2018,djtchwjtch,RT @GoldnemovesGold: @CheleFarley @nypost @SenGillibrand Kirsten Gillibrand aligns herself to Linda Sarsour a known Anti Semite &amp; Anti LBGQ…,rep
Sat Nov 03 23:59:56 +0000 2018,SCOTTY35089640,@CheleFarley Well Give it Hell!,rep
Sat Nov 03 23:58:18 +0000 2018,Violets4A,@VinceD11566 @SenGillibrand @CheleFarley 🙄,ind
Sat Nov 03 23:51:09 +0000 2018,glfjunkie23,@SenGillibrand I'm in.. I'm voting @CheleFarley on Tuesday,rep
Sat Nov 03 23:48:04 +0000 2018,mroakND71,"Changes:
✅Saturday:  
Change the Clock 
Tuesday: 
✅Change the Governor, Lt. Gov., A.G. , Comptroller and US Senator… https://t.co/bla2PYMKB6",rep
Sat Nov 03 23:37:09 +0000 2018,_TheCivilRight,Only 42% of asians vote compared to 60% of blacks but since their vote is up for grabs they get courted... https://t.co/IBplx1cZsb,ind
Sat Nov 03 23:00:19 +0000 2018,sararodriguezny,@VinceD11566 @SenGillibrand @CheleFarley Lol no,ind
Sat Nov 03 22:30:20 +0000 2018,TonyArm2,@CheleFarley I'm with you Michelle.,rep
Sat Nov 03 22:22:43 +0000 2018,custblt,#NEWYORK vote @CheleFarley Chele Farley is running for the United States Senate to provide every New York family wi… https://t.co/rBhavj6yQn,rep
Sat Nov 03 22:22:25 +0000 2018,BallybunionBog,"RT @j_philly_: https://t.co/haw8ISt1bb
STOP THIS. Linda Sarsour supports anti semitic Louis Farrakhan. She praises Sheria law. Now she's in…",rep
Sat Nov 03 22:02:25 +0000 2018,TNrina,EXCLUSIVE: Opponent Chele Farley Demands @SenGillibrand Return Money from Firm Led by Longtime Harvey Weinstein Con… https://t.co/uP6o7n65hb,ind
Sat Nov 03 21:41:44 +0000 2018,LarryABaker4,RT @jmrice: NY wise up!  Vote @CheleFarley . Time for useless Gillibrand to be shown the door. https://t.co/uXg93OIfHu,rep
Sat Nov 03 21:33:16 +0000 2018,kc_americangirl,@CoreyinNYC Vote @CheleFarley ! Vote @LarrySharpe !,rep
