Fri Nov 02 21:59:38 +0000 2018,DannyOcion,RT @ShaneGoldmacher: NEW: Gillibrand to campaign across NY for Democratic congressional challengers in final days. Stops for Antonio Delgad…
Fri Nov 02 21:58:57 +0000 2018,DavidJW65112963,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:58:42 +0000 2018,Nikita_KAG,"RT @HikindDov: Where did this story go?  &gt; Dov Hikind a Democratic Jew said Today he is shocked   
FOR SHAME: Senator Gillibrand Insults Or…"
Fri Nov 02 21:58:24 +0000 2018,theabundantgift,"RT @IsraelNewsLinks: Democrats O’Rourke, Harris and Gillibrand Spend Most on Twitter Ads https://t.co/zEyyU2aTum via @Newsbusters https://t…"
Fri Nov 02 21:56:57 +0000 2018,Amie2010teo,"RT @Sheasma: Democrats O’Rourke, Harris and Gillibrand Spend Most on Twitter Ads https://t.co/M6yV93gvxz"
Fri Nov 02 21:56:55 +0000 2018,ninetyniners,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:56:45 +0000 2018,ahanwadi,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:56:43 +0000 2018,auds754,RT @nationalhorizon: SPOTTED in New York City: Do Nothing Gillibrand billboards around the city showing her only real accomplishment: renam…
Fri Nov 02 21:55:01 +0000 2018,julynewmoon,"@davidsirota ardy had him 
 Avenatti 
 Biden
 Bloomberg 
  Booker 
 Sherrod Brown 
 Duckworth
 Gillibrand 
 Kaine… https://t.co/boV1vzwQKI"
Fri Nov 02 21:54:59 +0000 2018,toreilly,"Beto O‘Rourke, Kamala Harris, and Kirsten Gillibrand Top 3 Twitter Political Advertisers | Breitbart… https://t.co/X84eWXdPIp"
Fri Nov 02 21:54:57 +0000 2018,SkippyManuel,RT @nationalhorizon: SPOTTED in New York City: Do Nothing Gillibrand billboards around the city showing her only real accomplishment: renam…
Fri Nov 02 21:54:40 +0000 2018,Senor_Cartmenez,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:54:20 +0000 2018,jaydesh7,"@jpmomof5 No no, Kristin Gillibrand. That’s who you wrote in your previous comment lol. Did you mean to say McKaskill??"
Fri Nov 02 21:53:56 +0000 2018,grigg_dana,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:53:38 +0000 2018,seankelly014,RT @ShaneGoldmacher: NEW: Gillibrand to campaign across NY for Democratic congressional challengers in final days. Stops for Antonio Delgad…
Fri Nov 02 21:53:35 +0000 2018,mapocoloco,RT @ShaneGoldmacher: NEW: Gillibrand to campaign across NY for Democratic congressional challengers in final days. Stops for Antonio Delgad…
Fri Nov 02 21:53:22 +0000 2018,ShaneGoldmacher,NEW: Gillibrand to campaign across NY for Democratic congressional challengers in final days. Stops for Antonio Del… https://t.co/MYT7cRXssl
Fri Nov 02 21:49:35 +0000 2018,BigBertieT,RT @nationalhorizon: SPOTTED in New York City: Do Nothing Gillibrand billboards around the city showing her only real accomplishment: renam…
Fri Nov 02 21:49:19 +0000 2018,PauseNet,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:49:02 +0000 2018,seniorpupmama,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:47:22 +0000 2018,mweber1228,"RT @djsuperstarjr: Our Democratic Nominee for Governor @BenJealous
has been ENDORSED BY:
President Obama
Vice President Biden
U.S. Senators…"
Fri Nov 02 21:46:02 +0000 2018,malinicorrea,"@nationalhorizon Gillibrand fights and has always fought for our rights as Americans, and specifically for women wh… https://t.co/7DUc8pz8gv"
Fri Nov 02 21:44:42 +0000 2018,LorraineThorp15,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:44:22 +0000 2018,Libra5405,"RT @Sheasma: Democrats O’Rourke, Harris and Gillibrand Spend Most on Twitter Ads https://t.co/M6yV93gvxz"
Fri Nov 02 21:42:20 +0000 2018,crocboy,"RT @JohnnyB371: ""Another Gillibrand no-show. When it comes to standing up for New Yorkers here on Long Island or elsewhere around the state…"
Fri Nov 02 21:42:00 +0000 2018,meg_bernhard,"always amazed @vwang3's turns of phrases: ""Ms. Farley’s list of donors reads like a who’s who of Wall Street, and s… https://t.co/9tdLikomBS"
Fri Nov 02 21:41:33 +0000 2018,Sheasma,"Democrats O’Rourke, Harris and Gillibrand Spend Most on Twitter Ads https://t.co/M6yV93gvxz"
Fri Nov 02 21:40:04 +0000 2018,truth_defend,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:39:42 +0000 2018,skingfam,RT @kaydee234: @MichaelBerrySho The Democrat Senators like Cory Booker kamala Harris Mazie Hirono Maxine waters Klobuchar whitehouse Leahy…
Fri Nov 02 21:39:19 +0000 2018,skingfam,RT @LauraBelcher11: @SenGillibrand #farley4ny #firegillibrand. Gillibrand has been a do nothing senator for ny. With ideas of grandeur that…
Fri Nov 02 21:38:08 +0000 2018,SheepdogSmokey,@itsrupaulryan @Madison4Freedom @YahooNews @jaketapper @BetoORourke is on record as not wanting illegal crossing of… https://t.co/Ks7i2ipsjt
Fri Nov 02 21:37:47 +0000 2018,joeltpryor,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:37:35 +0000 2018,skingfam,RT @KevinKapfer: @BedardCathy @SenGillibrand Nope. Do nothing Gillibrand has done nothing since being given the job by Gov. David Paterson.…
Fri Nov 02 21:37:11 +0000 2018,skingfam,"RT @ClaireStM1996: We do, Senator Gillibrand, you have done nothing for our state https://t.co/SxskS1Xw8d"
Fri Nov 02 21:37:09 +0000 2018,FactsOnly44,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:36:49 +0000 2018,JohnQPrivate,"RT @BreitbartTech: Beto O’Rourke, Kamala Harris, and Kirsten Gillibrand Top 3 Twitter Political Advertisers
https://t.co/ULPUtBfDHr https:/…"
Fri Nov 02 21:36:42 +0000 2018,skingfam,"RT @CheleFarley: If, like me, you don't trust Presidential wannabe @SenGillibrand to tell the truth about her 2020 plans, don't worry: you'…"
Fri Nov 02 21:36:32 +0000 2018,shanlei00,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:36:03 +0000 2018,RealJoshWhiting,Lol Gillibrand is the best senator ever. Your smear campaign is over bury your head in the sand. https://t.co/waCwap90NH
Fri Nov 02 21:35:43 +0000 2018,skingfam,RT @RAMRANTS: Senators Gillibrand and Harris casually drop F-bombs at public speaking events like it's nothing! Trump doesn't even do that.…
Fri Nov 02 21:34:23 +0000 2018,jumeaudoll84,"My top 10 hopeful DEFEATS:
@Menendez - NJ
@Gillum - FL
@Sinema - AZ
@ORourke - TX
@Testor - MT
@Delgado - NY… https://t.co/3L0aN2iokX"
Fri Nov 02 21:34:23 +0000 2018,jim_638,RT @nationalhorizon: SPOTTED in New York City: Do Nothing Gillibrand billboards around the city showing her only real accomplishment: renam…
Fri Nov 02 21:34:16 +0000 2018,elmosquito12631,RT @nationalhorizon: SPOTTED in New York City: Do Nothing Gillibrand billboards around the city showing her only real accomplishment: renam…
Fri Nov 02 21:33:43 +0000 2018,hannahevelisse,"RT @djsuperstarjr: Our Democratic Nominee for Governor @BenJealous
has been ENDORSED BY:
President Obama
Vice President Biden
U.S. Senators…"
Fri Nov 02 21:31:46 +0000 2018,theMRC,"Democrats O’Rourke, Harris and Gillibrand Spend Most on Twitter Ads https://t.co/lNPUeeyqBN https://t.co/WTbnPOYevh"
Fri Nov 02 21:31:42 +0000 2018,skingfam,RT @nationalhorizon: SPOTTED in New York City: Do Nothing Gillibrand billboards around the city showing her only real accomplishment: renam…
Fri Nov 02 21:30:00 +0000 2018,BreitbartTech,"Beto O’Rourke, Kamala Harris, and Kirsten Gillibrand Top 3 Twitter Political Advertisers
https://t.co/ULPUtBfDHr https://t.co/DfKT8hWeVv"
Fri Nov 02 21:28:46 +0000 2018,SarahLeeNotCake,"@GillibrandIan Night Ian Gillibrand who supports fraud and law-breaking in our democracy, sleep well"
Fri Nov 02 21:27:40 +0000 2018,ogrita_,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:27:17 +0000 2018,KnucklDraginSam,"RT @theMRC: Democrats O’Rourke, Harris and Gillibrand Spend Most on Twitter Ads https://t.co/gN6yMvRr1D https://t.co/eCfpiUuf8X"
Fri Nov 02 21:25:12 +0000 2018,crlulukat,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:24:59 +0000 2018,Maggy92824460,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:24:35 +0000 2018,nursevictoria11,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:24:31 +0000 2018,kate_littleton,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:21:37 +0000 2018,mary44614,RT @nationalhorizon: SPOTTED in New York City: Do Nothing Gillibrand billboards around the city showing her only real accomplishment: renam…
Fri Nov 02 21:21:32 +0000 2018,rossr122,"#Beto O‘Rourke, #KamalaHarris, and #KirstenGillibrand Top 3 Twitter Political Advertisers | #midterms2018 https://t.co/cSmg2kvf9x"
Fri Nov 02 21:21:14 +0000 2018,JulieAnnRacino,@HillaryClinton @NHMollyKelly Good to see NYS Senator Kirsten Gillibrand of New York supporting Democratic women in… https://t.co/VL7BxMC8yc
Fri Nov 02 21:19:47 +0000 2018,N_AmerSolutions,"RT @JohnnyB371: ""Another Gillibrand no-show. When it comes to standing up for New Yorkers here on Long Island or elsewhere around the state…"
Fri Nov 02 21:19:12 +0000 2018,Too_Big_To_Fail,"@spetulla @vijithassar I really find myself wondering why that New York Senate race isn't as flat as Maryland's, gi… https://t.co/49SSb6SBkp"
Fri Nov 02 21:18:24 +0000 2018,jimd22551,"RT @JohnnyB371: ""Another Gillibrand no-show. When it comes to standing up for New Yorkers here on Long Island or elsewhere around the state…"
Fri Nov 02 21:18:03 +0000 2018,olney_dan,"O NYS
Are your TAXES High Enough ? 
VOTE for @CheleFarley to replace Gillibrand, next time WE can vote out Schumer. https://t.co/IU6tUwoQgQ"
Fri Nov 02 21:17:18 +0000 2018,LauraHennesse11,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:15:44 +0000 2018,KnucklDraginSam,"RT @newsbusters: Democrats O’Rourke, Harris and Gillibrand Spend Most on Twitter Ads https://t.co/jtEeJMcmXS https://t.co/wnjY3XouA1"
Fri Nov 02 21:13:16 +0000 2018,DSTEGNER119,"One difference vote for a candidate simply because they're of a certain sex.  Otherwise we would have more Waters,… https://t.co/BvxbbP9WwA"
Fri Nov 02 21:13:07 +0000 2018,tamaraj86611162,RT @nationalhorizon: SPOTTED in New York City: Do Nothing Gillibrand billboards around the city showing her only real accomplishment: renam…
Fri Nov 02 21:12:26 +0000 2018,HollyCB2112,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:11:05 +0000 2018,commonpatriot,"via @newsbusters: Democrats O’Rourke, Harris and Gillibrand Spend Most on Twitter Ads https://t.co/NsaubANkhQ https://t.co/cMwjrgPCG6"
Fri Nov 02 21:09:41 +0000 2018,MacrossCreddie,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:09:25 +0000 2018,49erlover4life,RT @nationalhorizon: SPOTTED in New York City: Do Nothing Gillibrand billboards around the city showing her only real accomplishment: renam…
Fri Nov 02 21:09:16 +0000 2018,rch371,"Cornell Sun @cornellsun kindly called to talk about my recent drafting work for Senators Warren, Sanders, and Gilli… https://t.co/0xWEly1hb4"
Fri Nov 02 21:09:03 +0000 2018,rickdanna4719,"Kirsten Gillibrand says women shd control congress. I'm glad she is supporting Marsha Blackburn in Tennessee.  Thanks, Kirsten"
Fri Nov 02 21:08:37 +0000 2018,jwtindall,@nickysmoke Literally anyone else. But Harris and Gillibrand would be at the top of my list.
Fri Nov 02 21:06:10 +0000 2018,teety1970,"Y’all hear her...frightening. Y’all better get out and vote Red or we will have to contend with her, Pelosi, Feinst… https://t.co/VUzlxHmRgc"
Fri Nov 02 21:05:33 +0000 2018,GailJon85195042,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:05:03 +0000 2018,NYTMetro,"Chele Farley has embraced President Trump, a fellow Republican, in her bid to unseat Senator Kirsten Gillibrand of… https://t.co/6qisEZAFEg"
Fri Nov 02 21:04:26 +0000 2018,newsbusters,"Democrats O’Rourke, Harris and Gillibrand Spend Most on Twitter Ads https://t.co/jtEeJMcmXS https://t.co/wnjY3XouA1"
Fri Nov 02 21:04:10 +0000 2018,Nikky_Ruiz,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:04:06 +0000 2018,IsraelNewsLinks,"Democrats O’Rourke, Harris and Gillibrand Spend Most on Twitter Ads https://t.co/zEyyU2aTum via @Newsbusters https://t.co/Wo0az10cu5"
Fri Nov 02 21:04:05 +0000 2018,Chris_1791,"Democrats O’Rourke, Harris and Gillibrand Spend Most on Twitter Ads https://t.co/OSexfEzIng via @newsbusters https://t.co/0fR8bfei7k"
Fri Nov 02 21:02:45 +0000 2018,GSDAlpha,RT @nationalhorizon: SPOTTED in New York City: Do Nothing Gillibrand billboards around the city showing her only real accomplishment: renam…
Fri Nov 02 21:02:10 +0000 2018,ChrisFromWI,"Beto O'Rourke, Kamala Harris, and Kirsten Gillibrand Top 3 Twitter Political Advertisers https://t.co/cWqzH0KAxV https://t.co/oIkhrQEi9I"
Fri Nov 02 21:01:23 +0000 2018,datagoodies,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:00:59 +0000 2018,Dhurtado13,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 21:00:38 +0000 2018,bolstadbrat,"Daily reminder that Sen. Gillibrand made millions as a partner of Boies Schiller &amp; Flexner, the democrat law firm t… https://t.co/Kyaz8aLDp3"
Fri Nov 02 20:57:25 +0000 2018,OneofeachBrown,RT @nationalhorizon: SPOTTED in New York City: Do Nothing Gillibrand billboards around the city showing her only real accomplishment: renam…
Fri Nov 02 20:57:15 +0000 2018,erdman_birdman,"RT @djsuperstarjr: Our Democratic Nominee for Governor @BenJealous
has been ENDORSED BY:
President Obama
Vice President Biden
U.S. Senators…"
Fri Nov 02 20:57:03 +0000 2018,Enopoletus,"RT @xenocryptsite: For real ""the only bill they ever passed is re-naming a post office"" is a terrible attack no matter about Kirsten Gillib…"
Fri Nov 02 20:55:55 +0000 2018,JennPlayTheGame,RT @nationalhorizon: SPOTTED in New York City: Do Nothing Gillibrand billboards around the city showing her only real accomplishment: renam…
Fri Nov 02 20:54:32 +0000 2018,kylefortney,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 20:53:59 +0000 2018,holeinthehead2,David Axelrod: Democrats Are Walking Into Trump’s Trap - POLITICO Magazine https://t.co/h3OgmM2o7V
Fri Nov 02 20:51:54 +0000 2018,FullMagazineUS,"Democrats O’Rourke, Harris and Gillibrand Spend Most on Twitter Ads 
-https://t.co/BSAlYUBSAV
- NewsBusters

Twitte… https://t.co/OLHFYoiu9Q"
Fri Nov 02 20:51:52 +0000 2018,tapedog,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 20:50:47 +0000 2018,krossny1,@clapifyoulikeme @SenGillibrand The person I’m most excited to vote for after my state senator (who defeated an IDC… https://t.co/OY76w87KOr
Fri Nov 02 20:50:20 +0000 2018,CandyGirlCLW,"RT @JohnnyB371: ""Another Gillibrand no-show. When it comes to standing up for New Yorkers here on Long Island or elsewhere around the state…"
Fri Nov 02 20:50:02 +0000 2018,bukhari_ny,"Saturday, Nov 3rd - join Chairman Jay Jacobs, Sen. Gillibrand, CD2 Liuba Grechen Shirley, NYS SD8 Senator John Broo… https://t.co/FeqUgBfS0q"
Fri Nov 02 20:49:57 +0000 2018,lrobertson1972,@Gillibrand_Sch Well done Holly class👍
Fri Nov 02 20:49:48 +0000 2018,SoGDFunny,"RT @BenJealous: Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Elizabeth Wa…"
Fri Nov 02 20:49:24 +0000 2018,Eichelb1Michele,RT @nationalhorizon: SPOTTED in New York City: Do Nothing Gillibrand billboards around the city showing her only real accomplishment: renam…
Fri Nov 02 20:48:44 +0000 2018,JDMarvin,"JUST IN: Democrats O'Rourke, Harris and Gillibrand Spend Most on Twitter Ads https://t.co/aIqbWdeOwj"
Fri Nov 02 20:48:28 +0000 2018,lrobertson1972,@Gillibrand_Sch Very thoughtful Dexter 👏
